Interactor 1	Interactor 2
Dsor1	Dp1
Fdh	Dus4
E(spl)m8-HLH	Rab7
RanGAP	Fs(2)Ket
ND-75	JMJD6
Dsor1	larp
Khc	tkv
CG9205	CG33523
HDAC1	CG1620
mri	CG4854
CG4325	tobi
RnrS	frm
aru	Slik
CG1910	CG4949
r-l	CG1910
Amyrel	Synd
Tspo	Pdhb
Mtpbeta	CG7407
CG15739	CG11777
mts	Hmgs
ATPsyngamma	ATPsyndelta
lbl	CG10887
CHOp24	bai
Nlp	Nph
CG5500	CG34205
sds22	Pp1-Y1
Hsp23	CG3306
CG7289	VhaAC45
Csl4	Rrp6
Hsp23	nmo
Cpr49Ac	Synd
Pgam5	dmrt99B
eIF4E1	tyf
Rpt1	AsnRS
AnxB9	CG13887
Fer1HCH	SPE
Rel	IKKbeta
MRG15	Cyp6a13
Ibf2	Ibf1
Max	Mnt
Hcf	Sgf29
cib	zetaCOP
borr	CG17187
NC2beta	Mocs2B
igl	CG8888
veli	Patj
CG6171	CG4707
Vps28	TSG101
Hsp23	CG32313
Ntf-2	Ho
mor	Bap60
Df31	CG1236
CG5646	Arglu1
SmD2	SNRPG
wls	CG5447
wac	msd5
Rad1	CG17187
Gtpx	Trx2
Usp7	mdlc
HIP-R	CG6282
CG2540	Hpf1
CaBP1	P58IPK
Cdk1	CycB3
Cyt-b5-r	CG15522
betaTub85D	Pex14
Nle	Ip259
CG11191	CHKov1
Pvf1	Atg8a
CG9799	CG8064
Dsor1	ksr
CycA	fzy
Rab6	Tspo
dah	CG32536
exu	Flad1
Polr3F	Polr3G
Tspo	UQCR-C2
Atg4a	Tap42
san	Bap111
awd	DNaseII
p38a	p38b
Tspo	strat
RabX1	CG5568
CG9536	Hibch
Acp1	mol
CG13983	CG34132
Prosalpha5	REG
CG15141	Chd64
Flad1	Atg4a
PhKgamma	CG8475
Naa20A	psidin
MED30	MED11
CG4325	CG9288
Argk1	CG5500
CG10576	CG30339
HIP-R	CG32440
rux	CG10126
h-cup	Slmap
crn	l(1)10Bb
CG3687	Gagr
Tspo	Sc2
CG11267	Spc25
mtd	CG7737
cliff	CG33523
Csl4	Rrp4
His2Av	pont
CG8300	CG9312
Naa20A	Dera
CG5966	Synd
Taf5	CG1532
Syb	mib2
SkpF	CG7148
CG10616	Ufsp2
Arpc1	Arpc5
Vha100-2	CG7289
pippin	CG12170
CG18081	Nepl11
E(spl)m8-HLH	CG32219
CG1532	CG7492
Corp	Dera
Gs1	Dronc
Nlp	Fie
Hsp23	CG18004
betaTub85D	JhI-26
RnrS	ktub
RabX1	CG32631
Pc	Sce
TpnC4	CG6330
Non1	Noc3
Doc1	Doc2
Tspo	bbc
ATPsynO	ATPsyngamma
msi	ps
Syx5	gammaSnap1
Prosalpha5	Rpn2
mts	Pp2A-29B
Gapdh2	CG5500
CG7766	CG8475
Nmt	anox
Hsp23	CG8950
RabX1	CG5966
Rab5	CG15098
CG1354	CG14036
ttk	Irbp
CG17768	CG9344
nito	Flacc
Vha100-1	Dgat2
CG3726	CG7049
HIP-R	CG31206
Rpn12	CG4691
tll	Ku80
Argk1	CG10581
CG5568	Hibch
CG4586	CG3511
Gcn5	Hcf
Non1	CG5033
Nup62	Tdh
Rab6	CG14450
CG2004	Tango2
Crk	CG3091
CG5033	CG6724
Tspo	Rdh1
CG31523	CG31729
Arf1	Tspo
CG7379	Sap130
Chd64	Snx3
Scp1	CG5500
ATPsynG	ATPsynO
AP-1mu	Aplip1
ZnT63C	Spt-I
HIP-R	Gyc89Db
Ald1	CG5500
ATPsynD	ATPsynO
p24-1	Cpr62Bc
ND-ACP	bcn92
Vha100-1	CG13829
CG9536	CG7737
ATPsynG	ATPsynF
rdhB	Trx2
Df31	Hen1
Non1	CG8545
Atg4a	Cyp6a13
Naa20A	CG15084
Prosbeta6	Rpn7
drk	pyd
AnxB10	UbcE2M
Glyp	CG5500
D2hgdh	cry
HIP-R	vanin-like
Pebp1	Naa40
Art8	CG14543
sphe	CG14823
Cpr64Ac	CG4390
Pex5	Pex14
wdb	Pp2A-29B
Hsp23	Tgt
Mcm5	CG3430
Rap1	Tspo
RpS21	step
CG13901	rept
cPges	Acsx3
CG1492	Nubpl
CG1513	CG9205
blw	ATPsynCF6
p24-1	Rbsn-5
Prosbeta3	Cyp4g15
CG17568	Sh3beta
atms	CG3909
flw	I-2
SkpA	Cks85A
Df31	CG10657
Tspo	Rer1
Pka-C1	Pka-R2
awd	CG8891
igl	FipoQ
Su(H)	Amun
Nlp	CG13983
GAPcenA	CG33523
AsnRS	UQCR-C2
Calr	CG17568
Nepl3	vret
CG4860	Sps1
CycB3	Cks85A
AnxB10	Corp
PGRP-LE	pirk
Rab7	CG1416
awd	Arfrp1
gammaSnap1	Sec20
Syb	Snap25
Prosalpha5	CG11885
CG1910	Synd
Acp65Aa	mol
ABCB7	CG11836
RpS15Ab	Osi14
CG5966	CG14431
Hsp22	CG18004
Prosalpha7	Rpt3
CG8888	CG8654
Dronc	HIP-R
CG3630	Tango2
ND-20	CG12909
Coq6	Lapsyn
exu	JMJD6
Rab5	Rab6
Antdh	Syx6
Hmg-2	CG11980
AIF	CG33523
sced	DUBAI
Cyp4ae1	Rab6
CanA1	Pp2B-14D
Prm	CG14315
Sf3b3	Sf3b5
Df31	CG13983
HemK2	Trmt112
brm	su(Hw)
Rad9	Rad1
boca	Ser7
dco	cliff
JMJD7	CG32450
msps	CG10164
Rpt2	Prosbeta3
Drice	Teh1
Septin1	pnut
HIP-R	CG7737
Tspo	Ipo9
Prosalpha4	Dera
Rab5	Sec61alpha
Nmdmc	Smn
Hpf1	CG6432
Corp	CG7675
dpa	Mcm7
gammaSnap1	Ykt6
Tspo	Arl8
Nup54	krz
CtsL1	Hel25E
porin	CG15098
fln	CG6330
Chmp1	shrb
Cyp4ae1	CG30344
Diap2	Prx4
Dsor1	vret
CG17568	Chd64
Ama	Dlc90F
Dera	Prosalpha6
Ldh	Tspo
exu	SPE
BthD	CG4707
daw	CG7737
Prosbeta5	Dera
RpS15Ab	Bsg
Chc	CG13220
wal	l(1)G0320
fliI	CG8578
Mcm7	Mcm6
cib	Jhbp12
HIP-R	RNF220
awd	CG15818
p24-1	CG34205
Clic	Hibch
gammaSnap1	Use1
Ask1	CG33523
Fkbp12	Snx3
HIP-R	Cpr49Ac
Syb	CG15098
Hel25E	CCT3
Ldh	Rab5
lwr	jumu
AnxB10	CG11842
REPTOR-BP	thoc7
igl	CG11504
Drice	CG3793
Cyp4ae1	hiro
Rab5	Hel25E
CG1513	CG33523
Su(var)205	Atg8a
Hmgs	Flad1
VhaM9.7-b	CG7289
Dip-B	CG18518
Ldh	CG2065
Taf5	CG7049
igl	SPE
HIP-R	CG32631
p38b	puc
ATPsynO	CG13829
p24-1	CG7203
Tgt	CG7737
Trmt112	CG31199
asf1	hd
CG3726	CG14036
CG16826	CG5500
ATPsynF	Rtnl1
Hpd	beta4GalNAcTB
CG10912	CG5567
CG10616	CG3288
Treh	Patsas
Rab11	CG5500
Syb	Snap29
CG2070	UQCR-C2
Prosbeta6	Klc
Hmgs	igl
Uggt	CG7484
cpb	DCTN4-p62
Gclc	Gclm
holn1	CG6674
Vps60	Vps2
sced	vanin-like
Non1	Ns2
RpS15Ab	CG3565
Cdc50	Rdh1
Sec22	Membrin
Pp1-87B	I-2
Prosbeta2	Rpn6
CG7737	Hibch
Oscillin	eIF4EHP
nito	CG7878
Taf9	apolpp
Calr	tobi
wde	CG14464
eIF4B	CG9377
rux	Cks30A
Prosbeta2	Rpn1
CG14315	Cs1
Hmg-2	JhI-26
Gtpx	CG11267
awd	CG8117
CG8654	Sil1
Bap111	Naa15-16
Trmt6	CG17187
CG2070	Rdh1
rux	Cdk1
Csl4	Ski6
Mbs	sturkopf
Hsp23	Tsp66A
cmb	mib2
CG4390	apolpp
Fkbp12	Capa
Tspo	CG13220
Fer1HCH	CG31445
Dera	Prosbeta7
crn	Bx42
Rab5	Cyp12d1-p
dod	Obp56h
Prosalpha7	CG11885
Dlc90F	CG42232
colt	Mpcp2
dah	Rhp
TfIIEalpha	TfIIEbeta
DUBAI	CG10887
dpr14	CG8993
par-6	aPKC
Df31	Dronc
P58IPK	Jon65Aiv
Arp10	DCTN5-p25
Pglym78	S-Lap3
CCT6	Tspo
HGTX	Nacalpha
Ald1	CG13893
GstD4	GstD7
Cdc50	UQCR-C2
CG3795	CG11703
CG4707	Slu7
Ndfip	Nedd4
regucalcin	Chd64
Syx5	Syx1A
CG14036	CG4282
Pka-C1	fu
p24-1	PPO2
Prosbeta6	Rpt1
vri	Atx2
Nemp	Nup358
CG18081	CG15522
CG14507	CG34132
PIP4K	CG32512
Prosalpha7	Rpn2
Rilpl	CG7766
Sk2	CG33523
Pglym78	CG17027
Cyp4ae1	CG7239
JMJD6	CG11504
Su(dx)	CG14767
Phb1	Pli
robl	Dlc90F
CG11596	Ssu72
CG2004	CG7054
Drep1	Drep4
CG7409	CG10581
Tm2	CG14315
Arf1	Rab5
Df31	CG10214
narya	Trx2
CG9521	CG9519
geminin	mub
RpS5a	lic
Vps60	mib2
ATP6AP2	CG13829
Spindly	CG8654
Df31	CG2004
Mlc2	CG10581
CG7737	alpha-Est5
bcn92	Nfs1
CG7611	RanBPM
Fkbp12	Gtpx
CG4949	strat
Mlc1	mol
HIP-R	CG5902
Chc	ATPsyngamma
Strica	Sarm
dod	CG30339
HIP-R	Nepl11
RanGAP	Nup358
Prosalpha7	Dera
CG15739	Arc1
igl	Sil1
Ssu72	Nup44A
Ccs	CG6432
shf	Pcyt2
GstD1	GstD4
E(spl)m8-HLH	Fbp2
CG7737	CG7492
GAA1	CG5966
Naglu	CG11911
ATPsynD	ATPsynB
CG11911	CG9257
Veneno	CG6283
Prosbeta3	Dera
Amy-d	CG13085
CG11836	Ndae1
Appl	HIP-R
CCT4	Kdsr
CG1671	CG9799
Pglym78	Df31
Snr1	CG14207
Syx1A	gammaSnap1
Vajk2	Uxs
Taf9	CG4962
MetRS-m	Ect3
Su(var)205	CG11474
Chc	Tspo
Cdc50	Pngl
Sf3b1	Sf3b3
Drep1	SpdS
Diap2	mtDNA-helicase
Ald1	Atg14
Cyp4ae1	eIF4B
rux	CycB3
Rdh1	Tmem214
l(2)dtl	pic
Treh	CG3544
cav	Mvd
Syx1A	Sec20
Esp	Rab4
Df31	CG8117
Idh3b	CG31344
ATPsynO	ATPsyndelta
Bx42	CG4849
Hmg-2	Pcyt2
Parp1	CG3548
Sar1	CG1635
CG2150	mol
lwr	Aos1
Kank	Klp31E
Syb	Membrin
CG9344	CG10418
CASK	veli
Nak	AP-2sigma
Dronc	CG7737
HIP-R	GstE10
Yp2	CG5500
Chmp1	mib2
sun	ATPsynB
CG2021	CG10418
Rbm13	RpL7-like
alpha-Est7	CG7737
Hmg-2	Apc2
Fer1HCH	CG14826
Grip75	gammaTub23C
CG7737	CG32631
SkpA	CG13085
sbr	RanGAP
SkpB	CG7148
Pp1-87B	CG13994
sqh	Picot
mts	MRG15
Nup54	CG18081
tll	Nph
CG17187	CG31278
CG18428	CG32425
Gpdh1	CG5500
Uxs	CG34205
Trl	psq
Rab5	ScsbetaG
Bcs1	CG33523
Pfdn1	COX5B
CG1910	CG8891
CG5966	Pcyt1
ash2	wds
EMC8-9	EMC2B
Rhp	CG32536
r-l	Synd
CG14968	Chd64
colt	CG9922
LManII	CG7997
Gagr	CG6013
Pdp1	Atx2
Hsf	RpS21
ATPsynB	ATPsyngamma
AnxB10	CG9672
atms	hyx
Pglym78	CG8814
Phb2	CG3565
CG7737	Cpr49Ac
Ras64B	CG31344
Fit1	Fit2
mts	igl
wds	Chrac-14
Mcm5	Mcm7
Cpsf6	CG7542
CG11095	Oscillin
CG7768	idc
Cdk1	Cks85A
CG1532	Hr39
blw	sun
CG4962	mol
CG5500	Pgk
Tango4	BCAS2
Non1	CG6937
Non1	RpL7-like
CG3793	Lapsyn
CCT5	CCT3
Tim8	CG11095
Cdk9	CG17601
ecd	HIP-R
CG5565	CG8132
Bap60	Bap111
Cyp4g15	CG42724
Chc	Pi3K68D
CG9581	CG4702
Hr3	Pgi
Dronc	Synd
Syx5	Syx8
Phb2	Uxs
Flo1	Vps2
Gs1	RabX1
Hmgs	Fer1HCH
Prm	CG10581
Flad1	Ugt36D1
awd	Eno
igl	hiro
ScsbetaA	lic
CG8578	CG15136
MFS16	CG6569
Nup44A	Uxs
Rim2	Synd
CG13829	VhaAC45
porin	Tspo
Prosbeta2	Rpt4
alpha-Est2	HIP-R
Arf1	Rab6
Pgd	CG15818
ImpL2	CG11911
exu	Hmgs
mor	Bap111
alphaTry	Trx2
Hibch	CG32631
HmgZ	Ssadh
GstS1	CG6330
Syx18	Sec22
Atg7	Atg8a
Mtr3	Rrp6
Csl4	Rrp42
CkIIbeta	Mfap1
Hmg-2	REG
Amy-d	SkpA
igl	Atg4a
Hmg-2	Hibch
zda	osy
Vha55	Coq6
robl	robl37BC
Aos1	UbcE2M
Pp4-19C	CG4666
Syb	Syx6
Hus1-like	Rad1
Bap55	DMAP1
Rab7	CCT6
COX5B	ValRS-m
Ddx1	CG5913
I-2	tobi
P32	CG13454
nop5	Non1
santa-maria	CG8560
Arp5	CG12659
Aprt	Gmd
Prosalpha7	Cyp4g15
dos	mib2
Atg9	CG31460
RNF220	Pcyt1
Cpr65Au	CG32573
CG10638	Slbp
CG13829	CG7071
CG1806	CG7737
Acp65Aa	p130CAS
Hsc70-1	dos
Syb	Syx4
ND-15	synr
drk	Mec2
HIP-R	CG1806
ttk	RfC3
Bap111	CG9922
betaTub85D	CG3565
Sgt	CG7133
fj	Mtpalpha
Arc1	Doc2
Rpn1	Rpn13
Ssu72	Uxs
Rab5	Tspo
Set1	wds
Cnx99A	lic
GstD4	GstD10
dod	CG6283
CG11807	CG16789
Scp1	CG10581
Cyp4ac1	Coq6
nmo	sgl
CycA	Synd
eEF1delta	Gtpx
Rpt6	Prosbeta4
Nup37	Idgf5
gsb	betaTub85D
Non1	eIF6
Atg4a	SPE
Df31	Nt5b
cos	fu
CG7423	CG14259
Rim2	CG7737
CG4325	Ent1
Argk1	CG14315
Ugt36A1	GCC88
cpb	DCTN2-p50
Tspo	CG33303
Ald1	CG8891
Bacc	CG8891
Dim1	Chd64
Tm1	Fibp
Yp3	CG5500
Yp3	Tengl4
alphaTry	CG1532
Non1	pths
Mad1	mad2
Tbcb	CG7054
rux	Cks85A
Bx42	Tango4
SkpF	CG32221
CG1806	Synd
CG5506	CG5500
Agpat1	Prosbeta4
CG6180	CG7924
Arl8	CG33303
Hmgs	fal
HIP-R	Hibch
Syb	Sec22
Tim10	Tim9a
NimB2	CG10527
gammaSnap1	Sec22
dnk	fal
Ost48	Tspo
wds	Utx
Ip259	bdwf
Prosbeta2	Rpn9
Mec2	Tspo
Chc	Rdh1
igl	CG8654
RnpS1	Acn
Chd64	oya
wal	Tspo
swa	ctp
Usp39	dUTPase
vanin-like	Synd
Hibch	vanin-like
CG10581	Mf
E(spl)m8-HLH	RpS15Ab
Gs1	Rim2
CG5568	Synd
CG8654	SPE
bcn92	CG17187
CG7766	mRpL23
RpS15Ab	yki
Pglym87	Pglym78
Septin2	HIP-R
Hsp60C	Slimp
EMC8-9	EMC1
Pfdn4	Pfdn6
Treh	CG13893
Usp39	Gtpx
GstD4	GstD5
blw	ATPsyngamma
Gbeta13F	Flad1
DNaseII	regucalcin
Pfdn6	CG10252
Aldh7A1	CG1227
CG4338	PIP4K
mei-S332	Pp2A-29B
CG9344	LSm3
CtsL1	Rab5
Prosbeta6	Rpt4
Pus10	CG9288
Lsp2	CG4390
P58IPK	yip7
PolZ1	PolZ2
CkIIbeta	Prp38
Adk2	CG17187
MED18	CG7542
UQCR-6.4	lic
cta	CG14854
Hsp23	alpha-Est2
Amyrel	Dronc
TfIIS	CG4854
cpb	LRR
Esp	CG5447
Syb	alphaSnap
tmod	Bsg
Nlp	Dim1
CkIIbeta	BRWD3
mei-P26	CG6304
Pfdn2	CG10252
CG1806	Hexo1
Syb	Syx13
Hexim	Larp7
CG3795	Dera
Hsp22	CG31229
Syx8	Sec22
Tsf1	CG5500
CG5500	CG31198
porin	Gtpx
Flad1	JMJD6
sds22	CG15705
CG3793	Coq6
Pglym78	CG8353
ATPsynB	CG31522
CG8891	Sh3beta
E(spl)m3-HLH	CG14207
Men	Syb
Drep1	CG5174
Hsp27	CG18004
Gs1	Synd
Pis	CG14883
Hcf	Chrac-14
Hs2st	Spt7
Grip84	gammaTub23C
Fer2LCH	CG10581
Rab5	UQCR-C2
Polr2H	CG30458
fd59A	CG34132
CG4716	CG33096
vir	Flacc
Rab5	CCT3
Flad1	Cyp6a13
GlnRS	AIMP2
CycA	Hsp23
Vap33	Nemp
Rab5	CCT6
Syb	Vti1a
Tspo	CG9662
Ser12	Prx4
CG7737	vanin-like
Fer2LCH	p24-1
CG7737	pan
gammaSnap1	Snap29
CG14036	MED17
DCTN1-p150	Arp1
AnxB10	ND-20
Uch	Ntan1
fl(2)d	Flacc
Su(var)205	HP5
D12	Mocs2B
Pfdn2	Pfdn4
knrl	CG14036
Trx2	Nacalpha
EndoB	Paip2
Torsin	SelT
Hsp23	Nle
SelT	CG2070
PCNA	CG15818
mod(mdg4)	su(Hw)
Faa	CG7766
CSN4	CSN7
Pp1-87B	CG12620
Rab5	Arl8
Tspo	GCS2beta
Syx8	Ykt6
alphaTry	RpS21
mts	Flad1
Trp1	TwdlF
twi	Nmnat
CG11839	Sps1
Surf4	Tango9
unk	heca
knrl	BthD
gig	Tsc1
Syb	CG7133
SkpA	Fsn
Tspo	CG32638
MRG15	Atg4a
CG2004	CG8993
Ama	RluA-2
Prosalpha7	Rpn6
MRG15	Swt1
ash2	Dpy-30L1
Mtpalpha	CG7407
Vap33	CG33523
U2A	SmD2
DCTN2-p50	Arp10
RanGAP	Nemp
Acsx1L	Acsx1R
Tspo	CG15098
Drice	tmod
Hibch	CG1635
Vps60	Chmp1
Tm2	CG10581
Spindly	CG16959
Syb	gammaSnap1
Df31	Ntf-2
Csl4	Dis3
TFAM	psq
bdwf	CG32344
cert	CG33523
CG1532	Nup54
CG11911	yellow-f
CG8117	CG14715
ATPsynCF6	ATPsynO
CG15739	CG1532
Hmg-2	CG7737
kz	CG12301
Clic	Synd
Echs1	CG31229
fd59A	Tim8
Fer1HCH	CG5500
Diap2	Coprox
CG15818	CG10184
CG6674	CG4849
Raf	RpL35A
Glyp	Mms19
14-3-3zeta	Dsor1
Ssb-c31a	eIF1A
Gs1	HIP-R
Chchd3	CG8004
sgg	Synd
Rpt6	Prosbeta2
TpnC41C	CG10581
CG7542	MED31
Rab5	Mec2
Amyrel	HIP-R
Syb	Syx8
Rpn1	Prosbeta4
CG8939	CG6937
CG14342	CG7168
wds	ReepA
Gs1	CG32631
up	CG10581
CtBP	Echs1
RNF220	CG1635
Rbm13	RpL24-like
CG13920	Sas-6
PGRP-LE	Echs1
BRWD3	pic
bur	Mfap1
CG3909	hyx
CG14931	Uaf1
CG7639	CG8004
CHMP2B	mib2
HIP-R	CG14034
Map205	Drep1
Septin1	Septin2
PGRP-LE	DnaJ-1
Gyf	eIF4EHP
Vap33	ReepA
Vajk2	CG5500
Atg4a	JMJD6
CG3795	CG7675
Prosbeta2	Rpt1
CG15098	Rer1
Gs1	Hibch
Syx6	Tpi
Prp40	Chd64
SkpA	CG7148
ATPsynO	Jwa
CG7544	Amus
drk	CG1806
sgg	Atx2
CG12325	CG9799
Ski6	Mtr3
Chc	Gale
CG5500	apolpp
Picot	Chd64
CG4325	Atg5
CG6674	CG12320
Hsp23	Ufsp2
ben	Uba1
comt	TwdlF
Gtpx	cPges
Hou	CG7611
CG12620	Pp1-Y1
MRG15	Vap33
Ddrgk1	CG30291
Rpn8	Prosbeta2
JMJD5	CG6678
CG2070	CG31523
EbpIII	Syx6
CG1910	CG5568
Syb	Teh1
Nf-YB	Nf-YA
Tango2	DUBAI
Syb	Syx1A
sw	Dlc90F
Prosbeta2	Rpn7
CG4119	CG5646
Nak	Rlip
wde	egg
CG7668	mib2
r-l	sgg
Vps24	Vps2
CG5966	Pcyt2
AnxB10	Aos1
CG2004	Ntf-2
CG17568	Nph
Prp40	CG5646
WASp	SH3PX1
Hsp22	MRG15
HIP-R	pan
CG32631	Synd
Syb	Syx16
blw	ATPsyndelta
gammaSnap1	Syx18
Raf	Nfs1
Hmg-2	Pcyt1
Amyrel	CG7737
Pli	Uxs
Nup50	CG30447
HDAC1	MTA1-like
Treh	CG14450
ATPsynB	pippin
ScsbetaG	Tspo
MRG15	Pcyt2
strat	Scox
CG6749	krz
CG14434	Pebp1
sgg	CG11523
cpb	Arp10
Fkbp12	TpnC25D
Ist1	Vps24
Treh	CG14543
Hmgs	CG11504
CHMP2B	Vps2
CenG1A	AhcyL1
SPE	CG11504
CG11060	CG42724
Map205	PGRP-LE
Hsp27	Tgt
Hsp27	Trmt6
Snr1	Bap111
Usp39	Chd64
AnxB10	CG2004
Rev1	PolZ2
Dsor1	CG1416
Shc	dos
SkpC	morgue
ttk	Ku80
Snapin	Blos2
CG12828	swi2
regucalcin	CG8117
Vap33	CG8765
CG6171	CG7049
AnxB10	SelT
Flad1	SPE
porin	Surf4
HIP-R	alpha-Est5
CG5568	vanin-like
CG5500	CG32473
CG7878	CG8043
Ccs	RpS21
CG13284	CG3306
Fntb	RpS29
Jon65Aii	Jon65Ai
scpr-C	scpr-B
Kdsr	Rtnl1
santa-maria	Tango2
rdgB	CG33523
PCNA	Df31
RpS21	CG18081
CG10237	Uxs
CG13887	CG10657
Hsp23	CG4949
ine	UQCR-6.4
SkpA	CG13088
Tapdelta	Tspo
Gpdh1	CG6330
ttk	bon
Rel	Charon
BicD	fs(1)K10
CG9344	CG6610
CG8654	FipoQ
Gtpx	GstO3
Galphao	Rab5
dgt3	msd5
Fkbp59	CG30496
CG7737	CG5902
Pp1-87B	sds22
Fkbp12	eIF1A
ATPsynO	Rtnl1
Hsf	CG1532
PSMG1	Prosalpha2
ATPsynCF6	ATPsynF
CG5131	Obp56f
CG7737	CG5568
AnxB10	Naa20A
Ada2b	M1BP
CG12321	Prosalpha2
EMC8-9	EMC4
arm	alpha-Cat
HIP-R	CG7492
Past1	Snap29
bur	Mst85C
Rab5	Tapdelta
sad	CG17187
Orc5	CG4325
Idh3a	lic
Pglym78	CG2493
AnxB10	Prosbeta6
Yp1	CG5500
Pp2B-14D	Pvr
Rab5	CG33303
blw	ATPsynB
CG3565	whd
HSPC300	mib2
MetRS	AIMP3
sgg	CG1910
Diap2	EndoGI
az2	CG33523
Adh	CG5500
Rab5	cathD
Obp19d	Syx6
Rrp4	Mtr3
CG5177	CG10581
Nup50	Nup153
Vajk2	mol
Yp1	CG5966
Usp39	CG8209
CycT	CG17601
CG15717	Naa20A
Prosalpha5	GNBP2
EMC3	EMC8-9
cib	Scox
pnut	Septin5
Rs1	Non1
Taf5	CG4291
mts	p38b
Vps28	CG15891
Hmgs	Tango2
CIAPIN1	CG33672
ATPsynO	Tsp29Fb
CG11060	PH4alphaEFB
Non1	Rbm13
mt:CoII	Rab5
CG1806	CG5568
san	Naa15-16
CG3088	JMJD7
Art8	CG14450
CHOp24	p24-2
rib	lolal
sun	pippin
CG11596	Hmg-2
gammaTub37C	CG7766
Hmgs	CG8814
Rhp	DppIII
fal	bocks
Su(dx)	Ndfip
borr	CG31278
CG10750	JMJD7
gsb	Rab14
alien	CSN4
ZnT63C	Sc2
Drice	Lapsyn
CG9119	meep
Cyt-b5-r	sun
Vlet	CG9951
Cyp4ae1	pps
tacc	CG10164
mts	JMJD6
Vps26	Vps29
MAPk-Ak2	p38b
Hou	CG14868
cib	CG8117
egl	ctp
ATPsynCF6	ATPsynB
Ddx1	CG31249
Prosbeta6	Cyp4g15
ATPsynO	CG31522
row	pzg
ND-39	CG10126
E(spl)m3-HLH	Snr1
Lcp3	Lcp4
E(spl)m8-HLH	Rab14
U2A	Smn
lwr	Uba2
Ldh	Art8
GstD1	GstD7
CG7953	GstZ1
Gpdh1	CG10581
Rpn2	Prosbeta7
GstD4	GstD9
Rel	key
RanGAP	Nxt1
Coq6	tmod
CG8891	CG2852
Golgin97	vret
Sas-4	CG13920
Mec2	Rer1
Rrp42	Mtr3
Cul1	CG7148
CG15717	Dera
Pcyt2	Hibch
HemK2	Etfb
CG2540	BthD
CG3436	CG6674
REG	CG18004
Uba2	Aos1
CG12911	rept
SmF	RluA-2
GstD2	GstD10
Vps2	mib2
MRG15	Syp
loqs	Chd64
rhi	Trx2
SkpB	Fsn
sphe	Oscillin
CG8300	Jon65Aiv
Snr1	Bap60
Clic	CG5568
CG15279	HIP-R
tll	PCNA
Vps28	Mvb12
CycA	r-l
Ufl1	Ddrgk1
SrpRalpha	SrpRbeta
RyR	CG14315
Fer1HCH	CG6749
Snap29	Syx8
Cpr62Bc	mol
CG9536	strat
sds22	CG13994
CG7737	CG6282
Mtr3	Dis3
ND-75	Flad1
Tim8	CG13983
CG15343	Art1
eIF4B	bmm
tkv	CG7668
Hmgs	Atg4a
CG5565	HP1c
r-l	CG5568
CG15279	CG1532
boca	CSN4
pnut	Septin2
Aprt	Tspo
Rpt5	Prosalpha3
Hsp23	ReepA
kmg	CG7484
hlk	CG14315
HIP-R	CG5568
ATPsynCF6	pippin
chico	mib2
Vps29	CG30008
Fbp2	gsb
CG8353	CG7483
Atg4a	hiro
Cdc45	CG3511
VhaM9.7-b	Vha100-2
ctp	CG13385
mtd	HIP-R
CG8237	sip3
CG4198	RpS15Ab
CG5568	RNF220
gammaSnap1	Bet1
CG7203	mol
CG4325	Nt5c
CG3548	pyx
Tango2	Chd64
r-l	Clic
Syx1A	Bet1
ttk	Gnf1
CG13901	pont
CG7668	CG7133
CG10912	CG30281
RpS21	cib
mts	Atg4a
CG14207	CG10581
Tspo	Pp2A-29B
CCT6	AsnRS
Drep1	Strica
CG10912	CG5577
HemK2	CG31199
pippin	ATPsynF
Cyp4e2	Flad1
Ssb-c31a	CG10657
MME1	Obp56h
Picot	capt
Tspo	Mcad
AP-1-2beta	Nak
Diap2	Nubpl
Phb1	Uxs
atms	Ctr9
Grp170	CG11911
Pcyt2	Idh3b
CG2493	CG10916
Rab5	fax
EndoGI	CG14062
sgg	CG5568
ttk	east
Vajk3	mol
Fer1HCH	p24-1
flw	NiPp1
CG18004	Mocs1
CG9922	vnc
Naa15-16	vnc
Mat1	Cdk7
CycH	Cdk7
CG11911	sel
Nak	AP-2mu
CG11504	nwk
igl	nwk
mts	nwk
Flad1	nwk
Vha55	nwk
fal	nwk
Hexim	AP-2mu
santa-maria	nwk
Atg4a	nwk
CG8888	nwk
Rab5	Vha68-2
ecd	Brr2
Vha55	Vha68-2
Vha36-1	Vha68-2
CG8888	Vha68-2
CG1965	Brr2
Pcyt2	Vha68-2
Bx42	Brr2
Coq6	Vha68-2
VhaSFD	Vha68-2
CG6674	Brr2
CG8475	bru3
Flo1	Flo2
eIF2A	spoon
Faa	bru3
PhKgamma	bru3
wds	Ada2a
fzy	BubR1
Hcf	Ada2a
Vps24	Flo2
Ufl1	sick
Polr2G	Polr2D
HDAC1	Caf1-55
gammaTub37C	bru3
CG7766	bru3
MBD-R2	Rcd5
Syb	Flo2
Mocs2B	Ada2a
mib2	Flo2
shrb	Flo2
mRpL1	bru3
eEF1delta	CG43755
Echs1	CG43755
Hsp23	CG43755
Rac1	slpr
sog	Hip14
mts	Rassf
ey	CtBP
Fgop2	hpo
msn	Cka
aub	tej
Sin3A	Kdm5
hay	hfp
Fgop2	Cka
Strip	Cka
pav	tum
Orc2	Mcm10
Naus	Cka
Strip	hpo
fz2	ATP6AP2
Rassf	Pp2A-29B
Fgop2	Rassf
pbl	tum
Sin3A	htk
Sld5	Psf2
